"time","sewer_and_water","power","roads_and_bridges","medical","buildings","shake_intensity","location","date","severity"
"2020/4/8 9:35",6,7,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 8:55",7,6,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 8:45",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 8:35",6,6,7,NA,5,5,14,2020-04-08,5.6
"2020/4/8 9:15",5,7,7,NA,5,4,14,2020-04-08,5.2
"2020/4/8 8:35",6,6,6,NA,4,4,14,2020-04-08,4.9
"2020/4/8 10:10",5,6,8,NA,5,3,14,2020-04-08,4.8
"2020/4/8 9:50",6,6,7,NA,5,4,14,2020-04-08,5.2
"2020/4/8 8:55",7,7,6,NA,5,5,14,2020-04-08,5.75
"2020/4/8 9:30",5,8,7,NA,7,4,14,2020-04-08,5.65
"2020/4/8 16:00",6,6,8,NA,4,4,14,2020-04-08,5.2
"2020/4/8 12:25",7,7,6,NA,4,5,14,2020-04-08,5.6
"2020/4/8 8:55",5,7,8,NA,5,4,14,2020-04-08,5.35
"2020/4/8 11:05",5,7,8,NA,6,5,14,2020-04-08,5.9
"2020/4/8 10:30",6,8,7,NA,6,4,14,2020-04-08,5.65
"2020/4/8 9:20",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:05",5,6,7,NA,6,4,14,2020-04-08,5.2
"2020/4/8 11:15",5,7,7,NA,6,5,14,2020-04-08,5.75
"2020/4/8 8:55",5,6,7,NA,6,4,14,2020-04-08,5.2
"2020/4/8 9:05",7,7,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:00",7,7,7,NA,6,4,14,2020-04-08,5.65
"2020/4/8 11:50",7,8,5,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:35",6,6,7,NA,5,3,14,2020-04-08,4.8
"2020/4/8 9:00",6,8,8,NA,5,4,14,2020-04-08,5.65
"2020/4/8 11:30",6,7,7,NA,5,5,14,2020-04-08,5.75
"2020/4/8 8:50",6,8,7,NA,6,6,14,2020-04-08,6.45
"2020/4/8 9:05",6,6,8,NA,5,3,14,2020-04-08,4.95
"2020/4/8 10:00",5,7,6,NA,5,3,14,2020-04-08,4.65
"2020/4/8 9:45",5,6,7,NA,4,4,14,2020-04-08,4.9
"2020/4/8 9:00",6,6,7,NA,4,3,14,2020-04-08,4.65
"2020/4/8 9:10",6,6,7,NA,5,4,14,2020-04-08,5.2
"2020/4/8 8:40",7,7,6,NA,4,4,14,2020-04-08,5.2
"2020/4/8 9:15",6,8,6,NA,5,4,14,2020-04-08,5.35
"2020/4/8 10:45",8,8,7,NA,5,4,14,2020-04-08,5.8
"2020/4/8 9:45",5,7,7,NA,6,3,14,2020-04-08,4.95
"2020/4/8 9:00",7,7,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:05",5,8,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 8:35",6,7,7,NA,4,4,14,2020-04-08,5.2
"2020/4/8 8:50",5,6,7,NA,5,3,14,2020-04-08,4.65
"2020/4/8 8:50",7,7,7,NA,5,5,14,2020-04-08,5.9
"2020/4/8 12:55",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 11:45",7,6,7,NA,5,5,14,2020-04-08,5.75
"2020/4/8 9:35",7,5,7,NA,4,4,14,2020-04-08,5.05
"2020/4/8 9:40",5,7,8,NA,5,4,14,2020-04-08,5.35
"2020/4/8 11:50",6,8,7,NA,5,3,14,2020-04-08,5.1
"2020/4/8 15:45",6,8,6,NA,5,4,14,2020-04-08,5.35
"2020/4/8 10:25",6,8,7,NA,5,5,14,2020-04-08,5.9
"2020/4/8 9:10",6,7,6,NA,6,4,14,2020-04-08,5.35
"2020/4/8 9:50",7,7,6,NA,5,3,14,2020-04-08,4.95
"2020/4/8 9:10",6,7,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 8:45",6,8,6,NA,6,4,14,2020-04-08,5.5
"2020/4/8 10:35",6,9,7,NA,5,4,14,2020-04-08,5.65
"2020/4/8 9:15",6,7,8,NA,5,4,14,2020-04-08,5.5
"2020/4/8 11:05",6,8,8,NA,5,3,14,2020-04-08,5.25
"2020/4/8 8:45",5,7,7,NA,6,4,14,2020-04-08,5.35
"2020/4/8 9:30",5,7,8,NA,5,3,14,2020-04-08,4.95
"2020/4/8 9:00",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 16:25",6,7,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 9:25",5,6,8,NA,5,5,14,2020-04-08,5.6
"2020/4/8 9:05",7,7,7,NA,4,3,14,2020-04-08,4.95
"2020/4/8 10:00",6,7,8,NA,4,5,14,2020-04-08,5.75
"2020/4/8 9:25",4,7,8,NA,5,3,14,2020-04-08,4.8
"2020/4/8 12:00",5,7,7,NA,5,3,14,2020-04-08,4.8
"2020/4/8 13:10",6,9,6,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:40",6,6,8,NA,4,4,14,2020-04-08,5.2
"2020/4/8 10:20",7,6,7,NA,6,3,14,2020-04-08,5.1
"2020/4/8 10:55",5,6,7,NA,4,4,14,2020-04-08,4.9
"2020/4/8 9:35",6,6,7,NA,5,3,14,2020-04-08,4.8
"2020/4/8 9:10",5,7,8,NA,5,5,14,2020-04-08,5.75
"2020/4/8 10:25",7,7,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:25",6,7,7,NA,5,5,14,2020-04-08,5.75
"2020/4/8 9:10",7,7,7,NA,6,3,14,2020-04-08,5.25
"2020/4/8 10:20",5,7,8,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:10",6,7,5,NA,5,5,14,2020-04-08,5.45
"2020/4/8 8:40",5,7,8,NA,6,5,14,2020-04-08,5.9
"2020/4/8 10:10",5,8,8,NA,6,6,14,2020-04-08,6.45
"2020/4/8 12:15",6,7,8,NA,5,4,14,2020-04-08,5.5
"2020/4/8 10:15",6,6,7,NA,5,4,14,2020-04-08,5.2
"2020/4/8 10:55",6,7,8,NA,4,3,14,2020-04-08,4.95
"2020/4/8 10:15",6,8,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 11:05",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:35",6,7,6,NA,6,3,14,2020-04-08,4.95
"2020/4/8 9:45",5,6,7,NA,5,4,14,2020-04-08,5.05
"2020/4/8 10:55",5,8,7,NA,5,5,14,2020-04-08,5.75
"2020/4/8 8:55",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 11:20",6,8,7,NA,6,4,14,2020-04-08,5.65
"2020/4/8 9:35",5,6,7,NA,5,5,14,2020-04-08,5.45
"2020/4/8 12:15",6,7,8,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:40",6,6,8,NA,5,4,14,2020-04-08,5.35
"2020/4/8 10:10",6,7,8,NA,5,3,14,2020-04-08,5.1
"2020/4/8 10:10",6,8,7,NA,5,5,14,2020-04-08,5.9
"2020/4/8 10:00",7,6,7,NA,6,5,14,2020-04-08,5.9
"2020/4/8 9:35",5,7,6,NA,5,4,14,2020-04-08,5.05
"2020/4/8 9:40",6,7,8,NA,5,5,14,2020-04-08,5.9
"2020/4/8 9:00",5,6,7,NA,6,5,14,2020-04-08,5.6
"2020/4/8 9:00",6,7,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 9:40",5,6,7,NA,5,5,14,2020-04-08,5.45
"2020/4/8 9:45",6,7,6,NA,5,3,14,2020-04-08,4.8
"2020/4/8 9:20",6,8,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:00",5,7,6,NA,6,5,14,2020-04-08,5.6
"2020/4/8 9:50",6,7,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 9:15",5,7,7,NA,5,5,14,2020-04-08,5.6
"2020/4/8 9:45",5,6,7,NA,5,4,14,2020-04-08,5.05
"2020/4/8 10:05",7,7,6,NA,5,5,14,2020-04-08,5.75
"2020/4/8 9:30",6,8,9,NA,6,4,14,2020-04-08,5.95
"2020/4/8 9:20",5,7,8,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:10",5,8,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 8:50",7,7,7,NA,5,5,14,2020-04-08,5.9
"2020/4/8 9:05",7,6,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:30",6,8,6,NA,6,3,14,2020-04-08,5.1
"2020/4/8 8:55",6,6,7,NA,4,4,14,2020-04-08,5.05
"2020/4/8 9:35",5,8,6,NA,5,4,14,2020-04-08,5.2
"2020/4/8 10:10",4,8,7,NA,4,3,14,2020-04-08,4.65
"2020/4/8 9:35",6,6,8,NA,6,4,14,2020-04-08,5.5
"2020/4/8 9:10",7,8,7,NA,5,5,14,2020-04-08,6.05
"2020/4/8 9:20",6,7,7,NA,5,5,14,2020-04-08,5.75
"2020/4/8 9:20",5,7,8,NA,5,5,14,2020-04-08,5.75
"2020/4/8 10:05",6,7,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 11:30",6,8,8,NA,4,4,14,2020-04-08,5.5
"2020/4/8 9:10",5,7,7,NA,6,5,14,2020-04-08,5.75
"2020/4/8 8:50",6,7,7,NA,6,5,14,2020-04-08,5.9
"2020/4/8 10:35",7,7,8,NA,5,5,14,2020-04-08,6.05
"2020/4/8 8:45",7,7,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:05",6,6,7,NA,6,5,14,2020-04-08,5.75
"2020/4/8 10:10",5,6,7,NA,5,4,14,2020-04-08,5.05
"2020/4/8 11:10",7,7,9,NA,5,4,14,2020-04-08,5.8
"2020/4/8 10:35",6,7,7,NA,4,5,14,2020-04-08,5.6
"2020/4/8 9:55",5,6,6,NA,5,5,14,2020-04-08,5.3
"2020/4/8 9:00",7,7,8,NA,6,5,14,2020-04-08,6.2
"2020/4/8 8:55",7,8,7,NA,5,5,14,2020-04-08,6.05
"2020/4/8 9:40",7,7,8,NA,6,4,14,2020-04-08,5.8
"2020/4/8 8:35",7,7,7,NA,4,4,14,2020-04-08,5.35
"2020/4/8 9:10",5,8,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 10:15",7,7,7,NA,6,4,14,2020-04-08,5.65
"2020/4/8 8:50",7,6,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 9:55",6,6,7,NA,6,4,14,2020-04-08,5.35
"2020/4/8 10:10",6,8,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:25",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:05",6,7,7,NA,4,4,14,2020-04-08,5.2
"2020/4/8 9:10",7,6,7,NA,6,3,14,2020-04-08,5.1
"2020/4/8 10:00",6,6,6,NA,5,4,14,2020-04-08,5.05
"2020/4/8 9:45",7,9,7,NA,3,4,14,2020-04-08,5.5
"2020/4/8 9:15",6,6,7,NA,5,3,14,2020-04-08,4.8
"2020/4/8 9:30",6,8,6,NA,4,5,14,2020-04-08,5.6
"2020/4/8 9:05",5,7,6,NA,5,5,14,2020-04-08,5.45
"2020/4/8 8:50",7,6,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 9:45",5,8,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:30",6,8,8,NA,6,4,14,2020-04-08,5.8
"2020/4/8 9:10",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:50",6,7,7,NA,4,3,14,2020-04-08,4.8
"2020/4/8 8:50",6,7,7,NA,4,3,14,2020-04-08,4.8
"2020/4/8 8:40",7,8,6,NA,5,4,14,2020-04-08,5.5
"2020/4/8 8:40",7,7,8,NA,4,4,14,2020-04-08,5.5
"2020/4/8 12:25",5,8,7,NA,5,2,14,2020-04-08,4.55
"2020/4/8 10:25",6,7,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 8:55",6,8,8,NA,4,3,14,2020-04-08,5.1
"2020/4/8 9:50",8,7,7,NA,5,5,14,2020-04-08,6.05
"2020/4/8 9:30",5,7,8,NA,5,5,14,2020-04-08,5.75
"2020/4/8 8:45",6,7,6,NA,6,3,14,2020-04-08,4.95
"2020/4/8 8:45",6,8,7,NA,4,4,14,2020-04-08,5.35
"2020/4/8 9:45",5,6,7,NA,6,5,14,2020-04-08,5.6
"2020/4/8 9:55",5,6,7,NA,6,5,14,2020-04-08,5.6
"2020/4/8 9:05",5,7,7,NA,4,3,14,2020-04-08,4.65
"2020/4/8 9:15",7,6,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 10:35",6,7,7,NA,4,3,14,2020-04-08,4.8
"2020/4/8 11:10",5,6,6,NA,5,4,14,2020-04-08,4.9
"2020/4/8 9:35",5,8,6,NA,4,4,14,2020-04-08,5.05
"2020/4/8 8:50",5,6,8,NA,6,4,14,2020-04-08,5.35
"2020/4/8 8:35",7,7,8,NA,5,3,14,2020-04-08,5.25
"2020/4/8 9:00",6,8,8,NA,4,6,14,2020-04-08,6.3
"2020/4/8 8:45",5,8,6,NA,7,5,14,2020-04-08,5.9
"2020/4/8 10:00",5,8,5,NA,5,4,14,2020-04-08,5.05
"2020/4/8 9:40",7,6,6,NA,6,5,14,2020-04-08,5.75
"2020/4/8 11:25",7,8,7,NA,5,4,14,2020-04-08,5.65
"2020/4/8 11:10",7,8,7,NA,4,4,14,2020-04-08,5.5
"2020/4/8 9:05",6,7,8,NA,6,3,14,2020-04-08,5.25
"2020/4/8 13:20",6,8,6,NA,5,5,14,2020-04-08,5.75
"2020/4/8 9:15",5,7,7,NA,4,5,14,2020-04-08,5.45
"2020/4/8 11:25",5,6,7,NA,4,5,14,2020-04-08,5.3
"2020/4/8 9:30",5,7,6,NA,5,4,14,2020-04-08,5.05
"2020/4/8 12:30",5,7,7,NA,5,4,14,2020-04-08,5.2
"2020/4/8 9:40",5,8,7,NA,4,4,14,2020-04-08,5.2
"2020/4/8 9:35",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:00",6,7,7,NA,6,5,14,2020-04-08,5.9
"2020/4/8 10:15",7,6,7,NA,6,5,14,2020-04-08,5.9
"2020/4/8 8:55",6,6,8,NA,6,4,14,2020-04-08,5.5
"2020/4/8 8:45",6,8,6,NA,5,4,14,2020-04-08,5.35
"2020/4/8 8:40",5,6,8,NA,4,5,14,2020-04-08,5.45
"2020/4/8 9:40",5,8,6,NA,5,4,14,2020-04-08,5.2
"2020/4/8 9:40",6,7,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 8:50",6,8,7,NA,5,3,14,2020-04-08,5.1
"2020/4/8 8:50",6,6,7,NA,6,4,14,2020-04-08,5.35
"2020/4/8 8:45",6,7,6,NA,5,2,14,2020-04-08,4.4
"2020/4/8 9:00",6,6,7,NA,4,4,14,2020-04-08,5.05
"2020/4/8 9:55",7,7,8,NA,5,5,14,2020-04-08,6.05
"2020/4/8 9:20",5,8,7,NA,4,3,14,2020-04-08,4.8
"2020/4/8 9:00",5,8,8,NA,4,4,14,2020-04-08,5.35
"2020/4/8 10:40",6,8,6,NA,4,3,14,2020-04-08,4.8
"2020/4/8 9:15",7,9,7,NA,5,5,14,2020-04-08,6.2
"2020/4/8 9:15",6,7,7,NA,6,5,14,2020-04-08,5.9
"2020/4/8 10:40",6,7,7,NA,4,4,14,2020-04-08,5.2
"2020/4/8 9:05",6,6,8,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:00",6,7,7,NA,6,5,14,2020-04-08,5.9
"2020/4/8 8:55",8,6,6,NA,4,5,14,2020-04-08,5.6
"2020/4/8 9:00",7,6,7,NA,4,5,14,2020-04-08,5.6
"2020/4/8 10:00",5,8,5,NA,6,5,14,2020-04-08,5.6
"2020/4/8 8:55",7,7,7,NA,4,5,14,2020-04-08,5.75
"2020/4/8 8:35",7,5,8,NA,4,5,14,2020-04-08,5.6
"2020/4/8 10:00",6,6,7,NA,5,4,14,2020-04-08,5.2
"2020/4/8 10:05",5,7,8,NA,6,4,14,2020-04-08,5.5
"2020/4/8 9:25",6,6,7,NA,6,6,14,2020-04-08,6.15
"2020/4/8 9:20",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 11:55",7,8,7,NA,5,3,14,2020-04-08,5.25
"2020/4/8 10:40",6,8,6,NA,6,4,14,2020-04-08,5.5
"2020/4/8 8:40",6,7,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 10:35",6,6,7,NA,5,3,14,2020-04-08,4.8
"2020/4/8 8:35",6,6,6,NA,6,4,14,2020-04-08,5.2
"2020/4/8 8:40",5,7,7,NA,4,4,14,2020-04-08,5.05
"2020/4/8 9:20",5,7,7,NA,5,4,14,2020-04-08,5.2
"2020/4/8 8:40",7,5,7,NA,7,4,14,2020-04-08,5.5
"2020/4/8 8:40",6,7,7,NA,5,5,14,2020-04-08,5.75
"2020/4/8 9:10",6,7,8,NA,4,3,14,2020-04-08,4.95
"2020/4/8 9:15",6,8,8,NA,6,3,14,2020-04-08,5.4
"2020/4/8 8:45",5,7,6,NA,6,4,14,2020-04-08,5.2
"2020/4/8 11:40",7,7,9,NA,5,3,14,2020-04-08,5.4
"2020/4/8 10:55",7,8,8,NA,4,4,14,2020-04-08,5.65
"2020/4/8 11:00",6,8,7,NA,4,3,14,2020-04-08,4.95
"2020/4/8 10:35",6,9,6,NA,6,4,14,2020-04-08,5.65
"2020/4/8 9:05",6,7,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 9:05",6,7,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 9:25",7,6,7,NA,4,4,14,2020-04-08,5.2
"2020/4/8 8:35",5,7,7,NA,5,4,14,2020-04-08,5.2
"2020/4/8 8:40",6,8,7,NA,4,3,14,2020-04-08,4.95
"2020/4/8 13:30",7,7,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 8:40",6,7,6,NA,4,4,14,2020-04-08,5.05
"2020/4/8 10:20",4,7,8,NA,6,5,14,2020-04-08,5.75
"2020/4/8 9:25",6,7,6,NA,6,4,14,2020-04-08,5.35
"2020/4/8 9:00",6,6,8,NA,4,5,14,2020-04-08,5.6
"2020/4/8 10:25",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 8:50",8,7,7,NA,5,4,14,2020-04-08,5.65
"2020/4/8 10:15",6,7,8,NA,4,4,14,2020-04-08,5.35
"2020/4/8 8:45",5,8,7,NA,6,3,14,2020-04-08,5.1
"2020/4/8 8:35",6,8,8,NA,5,4,14,2020-04-08,5.65
"2020/4/8 9:20",6,7,8,NA,4,5,14,2020-04-08,5.75
"2020/4/8 17:05",7,6,6,NA,5,4,14,2020-04-08,5.2
"2020/4/8 10:50",5,6,6,NA,5,5,14,2020-04-08,5.3
"2020/4/8 9:50",6,7,8,NA,5,4,14,2020-04-08,5.5
"2020/4/8 12:15",7,7,7,NA,6,3,14,2020-04-08,5.25
"2020/4/8 8:40",6,7,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 9:10",5,7,6,NA,6,5,14,2020-04-08,5.6
"2020/4/8 11:25",7,7,7,NA,5,3,14,2020-04-08,5.1
"2020/4/8 12:40",6,7,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 8:45",6,8,7,NA,4,4,14,2020-04-08,5.35
"2020/4/8 10:35",7,8,7,NA,4,3,14,2020-04-08,5.1
"2020/4/8 8:45",7,8,8,NA,5,4,14,2020-04-08,5.8
"2020/4/8 9:10",5,8,8,NA,5,5,14,2020-04-08,5.9
"2020/4/8 9:15",5,6,7,NA,4,4,14,2020-04-08,4.9
"2020/4/8 9:05",5,6,8,NA,5,4,14,2020-04-08,5.2
"2020/4/8 8:40",6,8,6,NA,6,5,14,2020-04-08,5.9
"2020/4/8 11:15",5,6,8,NA,5,4,14,2020-04-08,5.2
"2020/4/8 8:55",6,7,10,NA,5,3,14,2020-04-08,5.4
"2020/4/8 9:30",8,7,7,NA,6,4,14,2020-04-08,5.8
"2020/4/8 10:35",7,6,6,NA,6,4,14,2020-04-08,5.35
"2020/4/8 8:35",6,7,8,NA,6,4,14,2020-04-08,5.65
"2020/4/8 10:40",6,9,7,NA,4,4,14,2020-04-08,5.5
"2020/4/8 9:15",6,8,7,NA,5,3,14,2020-04-08,5.1
"2020/4/8 9:10",6,7,6,NA,5,4,14,2020-04-08,5.2
"2020/4/8 9:00",5,8,6,NA,6,3,14,2020-04-08,4.95
"2020/4/8 9:00",6,7,6,NA,5,3,14,2020-04-08,4.8
"2020/4/8 9:25",6,8,7,NA,5,5,14,2020-04-08,5.9
"2020/4/8 9:30",6,6,8,NA,5,4,14,2020-04-08,5.35
"2020/4/8 10:35",6,7,8,NA,5,5,14,2020-04-08,5.9
"2020/4/8 10:05",6,6,8,NA,5,4,14,2020-04-08,5.35
"2020/4/8 8:40",5,7,7,NA,6,4,14,2020-04-08,5.35
"2020/4/8 8:35",7,7,8,NA,5,5,14,2020-04-08,6.05
"2020/4/8 10:05",6,6,8,NA,4,4,14,2020-04-08,5.2
"2020/4/8 13:10",6,7,8,NA,5,5,14,2020-04-08,5.9
"2020/4/8 9:45",7,8,7,NA,5,5,14,2020-04-08,6.05
"2020/4/8 10:20",5,7,7,NA,5,3,14,2020-04-08,4.8
"2020/4/8 9:15",5,8,7,NA,6,5,14,2020-04-08,5.9
"2020/4/8 8:55",6,7,6,NA,5,4,14,2020-04-08,5.2
"2020/4/8 9:10",6,7,5,NA,6,4,14,2020-04-08,5.2
"2020/4/8 8:45",6,6,7,NA,7,4,14,2020-04-08,5.5
"2020/4/8 11:10",5,6,6,NA,4,4,14,2020-04-08,4.75
"2020/4/8 9:10",6,8,7,NA,4,3,14,2020-04-08,4.95
"2020/4/8 8:40",6,8,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:15",6,6,7,NA,6,4,14,2020-04-08,5.35
"2020/4/8 9:40",7,7,8,NA,5,4,14,2020-04-08,5.65
"2020/4/8 11:10",6,8,8,NA,5,5,14,2020-04-08,6.05
"2020/4/8 10:40",5,7,7,NA,7,6,14,2020-04-08,6.3
"2020/4/8 8:40",6,7,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 8:50",5,7,5,NA,5,4,14,2020-04-08,4.9
"2020/4/8 11:05",6,6,6,NA,6,4,14,2020-04-08,5.2
"2020/4/8 9:50",6,6,5,NA,4,5,14,2020-04-08,5.15
"2020/4/8 9:40",5,5,7,NA,6,4,14,2020-04-08,5.05
"2020/4/8 8:50",6,6,9,NA,4,4,14,2020-04-08,5.35
"2020/4/8 9:10",5,8,6,NA,4,3,14,2020-04-08,4.65
"2020/4/8 8:40",6,6,7,NA,5,4,14,2020-04-08,5.2
"2020/4/8 10:30",7,6,8,NA,5,4,14,2020-04-08,5.5
"2020/4/8 8:45",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:15",5,8,6,NA,5,5,14,2020-04-08,5.6
"2020/4/8 11:15",6,7,8,NA,6,5,14,2020-04-08,6.05
"2020/4/8 9:30",7,7,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:20",6,8,7,NA,5,3,14,2020-04-08,5.1
"2020/4/8 9:05",6,7,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 12:25",5,6,7,NA,6,4,14,2020-04-08,5.2
"2020/4/8 8:50",8,7,8,NA,6,5,14,2020-04-08,6.35
"2020/4/8 10:40",6,7,8,NA,6,4,14,2020-04-08,5.65
"2020/4/8 8:45",7,7,7,NA,5,5,14,2020-04-08,5.9
"2020/4/8 9:10",7,8,7,NA,4,4,14,2020-04-08,5.5
"2020/4/8 9:05",7,8,6,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:30",6,8,8,NA,5,5,14,2020-04-08,6.05
"2020/4/8 9:25",6,8,7,NA,6,4,14,2020-04-08,5.65
"2020/4/8 9:00",5,8,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:00",6,7,6,NA,4,4,14,2020-04-08,5.05
"2020/4/8 9:55",7,7,8,NA,5,5,14,2020-04-08,6.05
"2020/4/8 11:50",6,6,9,NA,5,3,14,2020-04-08,5.1
"2020/4/8 8:55",6,7,8,NA,5,5,14,2020-04-08,5.9
"2020/4/8 11:15",6,7,7,NA,4,4,14,2020-04-08,5.2
"2020/4/8 11:55",6,7,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 10:20",7,6,6,NA,4,3,14,2020-04-08,4.65
"2020/4/8 9:00",7,7,7,NA,4,3,14,2020-04-08,4.95
"2020/4/8 8:55",6,8,8,NA,4,5,14,2020-04-08,5.9
"2020/4/8 9:20",6,6,7,NA,4,3,14,2020-04-08,4.65
"2020/4/8 8:55",6,7,7,NA,5,5,14,2020-04-08,5.75
"2020/4/8 9:15",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 8:40",7,6,7,NA,4,4,14,2020-04-08,5.2
"2020/4/8 9:30",6,7,5,NA,6,4,14,2020-04-08,5.2
"2020/4/8 9:55",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 9:40",6,7,7,NA,5,6,14,2020-04-08,6.15
"2020/4/8 9:00",5,6,6,NA,5,3,14,2020-04-08,4.5
"2020/4/8 9:20",6,7,7,NA,4,5,14,2020-04-08,5.6
"2020/4/8 8:40",5,6,6,NA,5,5,14,2020-04-08,5.3
"2020/4/8 9:40",6,7,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 9:20",6,9,7,NA,5,3,14,2020-04-08,5.25
"2020/4/8 8:40",6,8,7,NA,6,3,14,2020-04-08,5.25
"2020/4/8 12:20",6,7,7,NA,6,3,14,2020-04-08,5.1
"2020/4/8 9:10",6,6,8,NA,5,5,14,2020-04-08,5.75
"2020/4/8 8:55",7,6,7,NA,6,3,14,2020-04-08,5.1
"2020/4/8 9:05",5,7,7,NA,4,3,14,2020-04-08,4.65
"2020/4/8 11:25",6,6,6,NA,6,4,14,2020-04-08,5.2
"2020/4/8 9:15",6,7,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 9:35",5,8,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 8:40",5,7,7,NA,6,4,14,2020-04-08,5.35
"2020/4/8 9:20",6,6,6,NA,5,4,14,2020-04-08,5.05
"2020/4/8 8:35",4,7,8,NA,4,4,14,2020-04-08,5.05
"2020/4/8 9:20",5,8,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 11:35",7,7,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 8:40",8,7,7,NA,5,4,14,2020-04-08,5.65
"2020/4/8 9:25",6,8,7,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:15",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 10:30",6,7,8,NA,5,4,14,2020-04-08,5.5
"2020/4/8 8:50",6,7,7,NA,5,5,14,2020-04-08,5.75
"2020/4/8 12:15",7,6,7,NA,5,3,14,2020-04-08,4.95
"2020/4/8 9:15",6,6,6,NA,6,4,14,2020-04-08,5.2
"2020/4/8 9:40",6,7,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 8:35",6,6,7,NA,5,4,14,2020-04-08,5.2
"2020/4/8 9:10",7,8,5,NA,5,4,14,2020-04-08,5.35
"2020/4/8 11:20",6,6,8,NA,6,4,14,2020-04-08,5.5
"2020/4/8 9:05",5,8,8,NA,5,4,14,2020-04-08,5.5
"2020/4/8 9:50",5,6,8,NA,5,3,14,2020-04-08,4.8
"2020/4/8 8:50",6,7,7,NA,5,4,14,2020-04-08,5.35
"2020/4/8 11:15",7,6,7,NA,6,4,14,2020-04-08,5.5
"2020/4/8 9:20",6,7,6,NA,4,5,14,2020-04-08,5.45
"2020/4/8 9:10",5,8,8,NA,4,4,14,2020-04-08,5.35
"2020/4/8 8:45",6,7,8,NA,6,5,14,2020-04-08,6.05
"2020/4/8 10:30",7,7,6,NA,5,3,14,2020-04-08,4.95
